;vm_id;vm_type;task;vm_start;input_data;task_start;task_end;output_data;vm_end;volume;allocation_cost
117303;VM 628;0;Off 174;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
117969;VM 627;0;Off 175;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
118634;VM 625;0;Off 176;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
119300;VM 624;0;Off 177;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
119965;VM 622;0;Off 178;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
120631;VM 621;0;Off 179;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
121297;VM 620;0;Off 180;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
121961;VM 618;0;Off 181;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
122627;VM 617;0;Off 182;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
123293;VM 616;0;Off 183;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
123958;VM 614;0;Off 184;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
124623;VM 612;0;Off 185;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
125289;VM 611;0;Off 186;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
125955;VM 610;0;Off 187;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
126621;VM 61;0;Off 188;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
127287;VM 609;0;Off 189;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
127951;VM 606;0;Off 190;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
128616;VM 604;0;Off 191;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
129280;VM 601;0;Off 192;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
129946;VM 600;0;Off 193;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
130611;VM 6;0;Off 194;91.66666666666666;;91.66666666666666;91.66666666666666;8.000000661922968e-08;92.66666674666666;;3.00000024000002
131277;VM 599;0;Off 195;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
131943;VM 598;0;Off 196;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
132608;VM 596;0;Off 197;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
133271;VM 592;0;Off 198;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
133934;VM 589;0;Off 199;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
134600;VM 588;0;Off 200;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
135266;VM 587;0;Off 201;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
135931;VM 585;0;Off 202;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
136597;VM 584;0;Off 203;94.66666666666666;;94.66666666666666;94.66666666666666;6.000000496442226e-08;95.66666672666666;;3.000000180000015
137262;VM 582;0;Off 204;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
137927;VM 580;0;Off 205;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
138593;VM 58;0;Off 206;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
139255;VM 575;0;Off 207;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
139920;VM 573;0;Off 208;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
140584;VM 570;0;Off 209;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
141249;VM 569;0;Off 210;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
141912;VM 565;0;Off 211;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
142578;VM 564;0;Off 212;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
143241;VM 560;0;Off 213;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
143907;VM 56;0;Off 214;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
144573;VM 559;0;Off 215;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
145235;VM 554;0;Off 216;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
145899;VM 551;0;Off 217;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
146565;VM 550;0;Off 218;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
147230;VM 549;0;Off 219;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
147896;VM 548;0;Off 220;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
148561;VM 546;0;Off 221;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
149225;VM 543;0;Off 222;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
149891;VM 542;0;Off 223;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
150557;VM 541;0;Off 224;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
151223;VM 540;0;Off 225;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
151889;VM 54;0;Off 226;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
152555;VM 539;0;Off 227;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
153220;VM 537;0;Off 228;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
153886;VM 536;0;Off 229;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
154552;VM 535;0;Off 230;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
155218;VM 534;0;Off 231;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
155883;VM 532;0;Off 232;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
156548;VM 530;0;Off 233;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
157214;VM 53;0;Off 234;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
157880;VM 529;0;Off 235;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
158546;VM 528;0;Off 236;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
159212;VM 527;0;Off 237;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
159878;VM 526;0;Off 238;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
160543;VM 524;0;Off 239;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
161209;VM 523;0;Off 240;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
161871;VM 519;0;Off 241;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
162535;VM 516;0;Off 242;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
163201;VM 515;0;Off 243;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
163867;VM 514;0;Off 244;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
164533;VM 513;0;Off 245;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
165199;VM 512;0;Off 246;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
165864;VM 510;0;Off 247;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
166530;VM 51;0;Off 248;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
167195;VM 508;0;Off 249;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
167861;VM 507;0;Off 250;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
168525;VM 504;0;Off 251;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
169191;VM 503;0;Off 252;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
169857;VM 502;0;Off 253;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
170521;VM 50;0;Off 254;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
171185;VM 498;0;Off 255;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
171848;VM 494;0;Off 256;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
172514;VM 493;0;Off 257;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
173175;VM 488;0;Off 258;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
173841;VM 487;0;Off 259;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
174507;VM 486;0;Off 260;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
175172;VM 484;0;Off 261;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
175838;VM 483;0;Off 262;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
176504;VM 482;0;Off 263;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
177170;VM 481;0;Off 264;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
177836;VM 480;0;Off 265;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
178502;VM 48;0;Off 266;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
179167;VM 478;0;Off 267;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
179833;VM 477;0;Off 268;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
180498;VM 475;0;Off 269;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
181164;VM 474;0;Off 270;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
181830;VM 473;0;Off 271;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
182496;VM 472;0;Off 272;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
183162;VM 471;0;Off 273;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
183828;VM 470;0;Off 274;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
184492;VM 468;0;Off 275;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
185156;VM 465;0;Off 276;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
185822;VM 464;0;Off 277;92.66666666666666;;92.66666666666666;92.66666666666666;6.000000496442226e-08;93.66666672666666;;3.000000180000015
186488;VM 463;0;Off 278;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
187154;VM 462;0;Off 279;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
187813;VM 455;0;Off 280;92.66666666666666;;92.66666666666666;92.66666666666666;6.000000496442226e-08;93.66666672666666;;3.000000180000015
188479;VM 454;0;Off 281;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
189145;VM 453;0;Off 282;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
189811;VM 452;0;Off 283;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
190476;VM 450;0;Off 284;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
191141;VM 449;0;Off 285;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
191803;VM 444;0;Off 286;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
192467;VM 441;0;Off 287;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
193133;VM 440;0;Off 288;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
193798;VM 439;0;Off 289;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
194464;VM 438;0;Off 290;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
195130;VM 437;0;Off 291;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
195795;VM 435;0;Off 292;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
196461;VM 434;0;Off 293;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
197127;VM 433;0;Off 294;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
197793;VM 432;0;Off 295;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
198459;VM 431;0;Off 296;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
199125;VM 430;0;Off 297;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
199791;VM 43;0;Off 298;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
200457;VM 429;0;Off 299;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
201123;VM 428;0;Off 300;94.33333333333334;;94.33333333333334;94.33333333333334;6.000000496442226e-08;95.33333339333335;;3.000000180000015
201788;VM 426;0;Off 301;94.66666666666666;;94.66666666666666;94.66666666666666;6.000000496442226e-08;95.66666672666666;;3.000000180000015
202451;VM 422;0;Off 302;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
203114;VM 419;0;Off 303;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
203779;VM 417;0;Off 304;92.66666666666666;;92.66666666666666;92.66666666666666;6.000000496442226e-08;93.66666672666666;;3.000000180000015
204445;VM 416;0;Off 305;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
205111;VM 415;0;Off 306;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
205777;VM 414;0;Off 307;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
206443;VM 413;0;Off 308;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
207109;VM 412;0;Off 309;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
207774;VM 410;0;Off 310;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
208440;VM 41;0;Off 311;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
209105;VM 408;0;Off 312;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
209770;VM 406;0;Off 313;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
210434;VM 403;0;Off 314;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
211100;VM 402;0;Off 315;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
211766;VM 401;0;Off 316;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
212432;VM 400;0;Off 317;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
213096;VM 399;0;Off 318;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
213760;VM 396;0;Off 319;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
214425;VM 394;0;Off 320;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
215091;VM 393;0;Off 321;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
215756;VM 391;0;Off 322;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
216421;VM 39;0;Off 323;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
217086;VM 388;0;Off 324;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
217752;VM 387;0;Off 325;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
218418;VM 386;0;Off 326;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
219084;VM 385;0;Off 327;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
219748;VM 382;0;Off 328;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
220413;VM 380;0;Off 329;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
221079;VM 38;0;Off 330;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
221744;VM 378;0;Off 331;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
222410;VM 377;0;Off 332;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
223069;VM 37;0;Off 333;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
223735;VM 369;0;Off 334;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
224400;VM 367;0;Off 335;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
225065;VM 365;0;Off 336;95.0;;95.0;95.0;8.000000661922968e-08;96.00000008;;3.00000024000002
225731;VM 364;0;Off 337;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
226397;VM 363;0;Off 338;94.66666666666666;;94.66666666666666;94.66666666666666;6.000000496442226e-08;95.66666672666666;;3.000000180000015
227063;VM 362;0;Off 339;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
227729;VM 361;0;Off 340;95.0;;95.0;95.0;6.000000496442226e-08;96.00000006;;3.000000180000015
228394;VM 36;0;Off 341;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
229060;VM 359;0;Off 342;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
229726;VM 358;0;Off 343;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
230392;VM 357;0;Off 344;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
231057;VM 355;0;Off 345;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
231723;VM 354;0;Off 346;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
232389;VM 353;0;Off 347;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
233055;VM 352;0;Off 348;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
233721;VM 351;0;Off 349;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
234386;VM 349;0;Off 350;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
235051;VM 347;0;Off 351;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
235717;VM 346;0;Off 352;94.66666666666666;;94.66666666666666;94.66666666666666;6.000000496442226e-08;95.66666672666666;;3.000000180000015
236381;VM 343;0;Off 353;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
237046;VM 341;0;Off 354;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
237712;VM 340;0;Off 355;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
238378;VM 34;0;Off 356;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
239043;VM 338;0;Off 357;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
239709;VM 337;0;Off 358;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
240373;VM 334;0;Off 359;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
241039;VM 333;0;Off 360;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
241703;VM 330;0;Off 361;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
242368;VM 329;0;Off 362;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
243033;VM 327;0;Off 363;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
243697;VM 324;0;Off 364;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
244363;VM 323;0;Off 365;93.66666666666666;;93.66666666666666;93.66666666666666;6.000000496442226e-08;94.66666672666666;;3.000000180000015
245024;VM 318;0;Off 366;94.66666666666666;;94.66666666666666;94.66666666666666;6.000000496442226e-08;95.66666672666666;;3.000000180000015
245690;VM 317;0;Off 367;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
246353;VM 313;0;Off 368;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
247018;VM 311;0;Off 369;94.66666666666666;;94.66666666666666;94.66666666666666;8.000000661922968e-08;95.66666674666666;;3.00000024000002
247684;VM 310;0;Off 370;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
248349;VM 309;0;Off 371;93.0;;93.0;93.0;6.000000496442226e-08;94.00000006;;3.000000180000015
249014;VM 307;0;Off 372;94.33333333333334;;94.33333333333334;94.33333333333334;8.000000661922968e-08;95.33333341333335;;3.00000024000002
249680;VM 306;0;Off 373;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
250346;VM 305;0;Off 374;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
251012;VM 304;0;Off 375;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
251677;VM 302;0;Off 376;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
252343;VM 301;0;Off 377;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
253008;VM 30;0;Off 378;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
253674;VM 3;0;Off 379;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
254340;VM 299;0;Off 380;92.66666666666666;;92.66666666666666;92.66666666666666;8.000000661922968e-08;93.66666674666666;;3.00000024000002
255004;VM 296;0;Off 381;93.66666666666666;;93.66666666666666;93.66666666666666;8.000000661922968e-08;94.66666674666666;;3.00000024000002
255670;VM 295;0;Off 382;94.0;;94.0;94.0;6.000000496442226e-08;95.00000006;;3.000000180000015
256336;VM 294;0;Off 383;94.0;;94.0;94.0;8.000000661922968e-08;95.00000008;;3.00000024000002
257002;VM 293;0;Off 384;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
257668;VM 292;0;Off 385;93.0;;93.0;93.0;8.000000661922968e-08;94.00000008;;3.00000024000002
258334;VM 291;0;Off 386;93.33333333333334;;93.33333333333334;93.33333333333334;9.999999406318238e-08;94.33333343333334;;3.000000299999982
259000;VM 290;0;Off 387;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
259666;VM 29;0;Off 388;92.0;;92.0;92.0;8.000000661922968e-08;93.00000008;;3.00000024000002
260332;VM 289;0;Off 389;93.33333333333334;;93.33333333333334;93.33333333333334;8.000000661922968e-08;94.33333341333335;;3.00000024000002
260998;VM 288;0;Off 390;93.66666666666666;;93.66666666666666;93.66666666666666;9.999999406318238e-08;94.66666676666665;;3.000000299999982
261664;VM 287;0;Off 391;93.33333333333334;;93.33333333333334;93.33333333333334;9.999999406318238e-08;94.33333343333334;;3.000000299999982
262330;VM 286;0;Off 392;93.33333333333334;;93.33333333333334;93.33333333333334;6.000000496442226e-08;94.33333339333335;;3.000000180000015
